feature_1,feature_2,feature_3,target
3.2169,1.6709,1.9497,1.8728
0.1594,3.6519,0.9341,0.4065
1.2373,5.5399,3.4071,-0.0358
4.9155,0.9913,1.6128,0.8247
5.4766,0.0209,2.4346,-0.1024
2.4729,5.3488,0.6597,0.4456
1.1233,0.1028,1.2399,2.0016
5.6936,4.6138,2.6432,-0.9537
2.3744,4.7017,1.3651,0.6882
4.0619,1.303,2.6523,0.6848
5.9956,5.9457,1.8537,0.3581
0.3745,5.3315,6.0315,-0.6647
3.09,0.9262,4.4515,-0.1726
2.1371,5.6291,5.837,-0.2016
2.7752,5.7572,0.5837,0.4914
3.6319,3.7502,1.3231,-0.2058
5.049,5.5387,3.5989,-2.0102
1.9764,2.9196,3.9521,0.3186
5.466,5.3038,5.7955,-2.0774
0.0356,6.1758,5.7235,-0.6481
5.8288,4.679,2.1479,-0.6123
1.5808,3.9639,3.7479,-0.3333
4.0867,0.679,1.2246,0.8063
2.6613,2.9776,2.6586,0.9901
4.6946,1.3462,5.2637,-0.7587
1.793,2.6155,3.4381,1.1438
1.6542,4.775,4.797,-0.9063
3.9273,3.5459,5.5781,-1.8256
4.7157,6.2366,3.8851,-1.6915
1.6827,0.699,5.6693,1.0495
5.5819,5.5218,3.5073,-1.6824
1.1311,5.0351,3.3434,-0.2877
1.7595,2.762,4.4466,0.4763
4.2507,4.1319,3.8321,-2.4632
2.6456,2.4606,1.3644,1.9281
5.8638,1.8105,4.2043,-0.2457
1.7039,2.0986,0.5427,2.3637
3.2756,4.6983,5.146,-2.0408
4.4131,5.1487,5.9313,-2.1435
5.5434,1.4311,2.8558,0.6976
4.0049,1.9123,6.0568,-0.0681
0.4211,4.32,4.279,-1.3855
5.8822,2.046,0.0563,0.5902
6.1185,1.9455,5.9957,0.5272
0.283,4.9989,4.9028,-1.5774
3.9668,1.8938,4.7994,-0.7394
5.9218,2.1064,1.8189,1.5508
0.763,5.947,4.6071,-0.5355
5.6108,5.6538,4.7735,-2.2974
0.7185,2.0338,5.6188,0.9077
3.5314,6.1536,2.8923,-0.387
3.8718,2.7209,1.3354,0.7091
0.3608,2.7766,5.6997,0.1761
0.4174,4.6318,2.0063,0.2918
3.7113,0.7424,4.8494,-0.9084
5.4441,1.8818,1.5292,1.1475
0.7658,2.9649,2.7726,1.2194
4.7176,3.087,2.2879,-0.1855
3.9275,2.3666,1.7078,0.9412
3.702,0.6178,4.9203,-0.9419
6.2805,4.5903,3.8999,-1.607
6.0271,3.9053,0.3202,-0.6449
5.8272,3.4399,5.0265,-1.7169
1.9836,4.148,2.3271,0.7246
1.5904,3.1627,5.2918,0.1479
3.532,5.4559,1.5895,-0.0554
1.2901,0.6098,6.0318,1.2155
5.8499,0.8181,0.9224,1.0592
2.08,5.3754,1.8428,1.1023
1.284,4.6564,0.5698,0.4352
5.7296,6.2669,2.8885,-0.2294
5.8689,0.3123,0.259,0.2466
3.7433,4.6574,3.8844,-2.3199
1.5805,0.1646,1.2277,2.06
4.1131,0.9184,4.463,-1.0758
3.251,4.6182,5.9686,-1.4159
6.081,2.1185,4.1735,-0.1796
5.5895,5.655,5.3087,-1.9002
2.2998,3.626,1.2162,1.405
2.1783,0.1922,0.996,1.954
5.5811,4.5407,1.1806,-0.7433
6.1371,4.0253,3.6917,-1.3814
5.2341,5.3947,3.6524,-2.1196
3.3209,4.5249,4.6632,-2.2155
4.0417,3.8298,3.5691,-1.8499
3.4624,4.0179,2.1405,-0.2287
5.2943,1.1452,2.4005,0.8167
0.8513,1.3391,3.9423,1.06
4.0197,2.4119,1.2939,0.9665
3.0159,3.0779,1.7054,1.0784
4.9807,6.073,4.4878,-2.2255
3.5686,0.4194,1.4509,1.0124
5.9538,0.6964,5.4927,-0.3995
5.0159,0.0395,4.004,-1.7038
3.8213,3.2363,3.3871,-1.1025
4.7446,5.58,4.7699,-2.5559
2.8788,2.8463,5.4176,-0.2502
0.0723,5.3866,1.4644,0.2551
2.1097,4.2955,3.6751,-0.5857
3.6069,1.9455,4.2072,-0.3904
2.8086,2.5322,4.7833,-0.029
2.1103,4.5973,2.634,0.2569
4.0554,5.9113,3.0954,-1.0624
2.086,4.3218,1.8582,0.7502
5.3892,2.468,6.2697,-0.2412
1.7614,4.0651,5.5535,-0.4894
5.8276,3.4428,2.4606,-0.0873
0.8478,0.716,2.8342,1.6542
4.776,4.4973,2.4141,-1.4409
1.4089,4.199,5.7969,-0.4265
5.9513,5.9587,4.6359,-1.6308
2.0037,4.8957,2.112,0.8078
1.9619,5.8405,4.0609,-0.2249
1.5747,2.0614,5.4391,1.1671
3.5587,4.0563,5.2402,-2.1334
4.0317,0.158,1.3618,0.3484
0.8449,0.1773,3.7733,0.4611
3.6309,0.9182,4.7153,-0.6405
0.3336,2.1007,3.4003,0.9278
2.35,5.4821,3.3361,-0.3113
4.6402,0.1736,3.2524,-1.0298
2.0668,0.7247,3.3649,1.2657
4.9635,0.5544,3.5515,-0.8361
5.1274,4.9514,3.6155,-2.3466
2.8203,3.8929,3.8106,-0.9538
2.6157,2.489,0.5514,1.5863
1.2863,0.9896,2.0677,2.7208
6.0345,2.62,1.9666,1.122
2.3983,4.5281,0.5407,0.1609
1.0973,4.1864,1.614,1.0338
5.3964,3.6643,1.3022,-0.3126
0.2876,6.0212,1.1693,0.9864
0.4783,1.6598,3.8099,0.8387
2.103,3.0649,1.7129,1.7894
3.8509,3.0881,0.745,0.1137
0.1892,5.032,5.3438,-1.6789
2.3071,1.1588,2.4668,2.247
0.3594,1.411,0.9643,2.1101
1.7478,5.233,5.8647,-0.2646
0.7422,1.4537,4.8891,0.6689
0.3218,0.796,1.6833,1.9721
3.9112,1.1753,5.2681,-0.7444
1.3972,3.6708,0.4367,0.9598
2.1971,5.1539,4.7054,-1.1381
1.4476,5.7884,4.7137,-0.4988
3.5095,1.1397,3.2524,0.4083
3.8558,5.725,2.1089,-0.341
1.5292,3.6041,1.8672,1.3973
5.8872,1.3748,1.2481,1.6224
3.6314,3.5633,5.9662,-1.3224
1.7984,4.6003,0.6478,0.643
0.7609,5.7184,2.2502,0.917
0.7262,5.0332,0.9471,0.4791
4.1351,1.4601,2.3878,0.8327
5.4721,4.8826,4.4015,-2.654
1.7065,1.4963,5.0338,1.0751
6.0677,4.1945,2.0043,-0.2449
1.5437,0.0918,0.2102,1.3265
5.0963,5.7152,5.6938,-2.0978
2.3035,3.5408,1.2941,1.2784
3.0777,5.7974,0.0554,-0.3921
2.6553,4.526,2.5854,-0.0329
4.352,6.1744,3.1269,-0.9919
4.1707,5.8984,5.3272,-2.1609
1.7245,3.4076,1.5518,1.6526
1.0624,2.7586,6.0665,1.0773
5.6638,2.0351,4.4775,-0.5751
1.7264,4.8992,2.5272,0.5836
5.6996,1.7809,0.2322,0.6761
1.7729,3.2714,5.3868,0.0657
5.1328,4.838,6.2607,-1.9788
5.0573,0.5082,0.195,-0.2335
3.7108,2.0564,5.5137,-0.3329
0.1514,4.7888,5.7138,-1.3632
2.7269,0.9472,0.9781,2.0978
0.8329,3.4256,4.1893,-0.3262
2.0265,5.5958,4.8031,-0.7177
6.2296,4.9543,0.1409,-0.8485
6.2537,4.745,5.3073,-1.9093
2.688,0.4136,4.4942,-0.2144
1.6839,2.3293,6.2212,1.6585
3.3753,4.7108,1.9289,-0.3655
3.6758,2.7592,3.7581,-0.7837
6.2063,2.2346,2.0523,1.613
1.5405,0.1376,3.0583,1.173
4.403,3.1761,1.8115,0.0393
1.4751,0.128,2.538,1.6419
1.6089,5.6262,0.1411,0.6218
6.042,2.6141,2.2178,1.0203
3.21,4.2833,5.3269,-1.8214
3.9364,2.1268,2.0469,0.8868
4.2511,4.8034,2.2615,-1.2247
2.7181,3.1975,4.1369,-0.4822
4.4292,1.0403,1.5096,0.9438
4.7418,0.6864,5.5359,-1.036
0.2538,1.6307,1.0174,2.046
3.1496,3.5776,1.7873,0.4834
3.4237,0.498,3.3258,0.1212
5.3831,2.1223,0.7107,0.6632
4.4643,4.8843,5.0873,-2.8956
3.0463,3.3213,4.422,-1.0122
4.7684,4.2013,3.2499,-2.0097
1.7348,2.3455,6.1794,1.4961
4.095,2.0998,2.9803,0.2048
4.5584,5.3287,4.556,-2.7899
2.2345,2.0737,6.1057,1.5283
1.9171,0.2437,4.2067,0.3797
4.4456,0.8279,5.6134,-0.8583
2.598,5.724,3.0974,-0.0151
0.3017,3.0588,0.808,1.0458
2.8214,0.2144,4.8804,-0.497
4.1183,0.7385,4.7862,-1.1539
4.9323,0.7342,5.1605,-1.1664
1.8364,1.204,0.9702,2.6829
0.7093,0.589,1.2793,2.042
4.1013,2.6132,0.2892,0.0246
5.1844,4.8046,5.823,-2.3709
5.4053,2.1561,4.3104,-0.8372
5.4265,2.0069,3.0467,0.249
6.09,3.3088,2.8244,-0.0885
1.7448,4.4874,2.5668,0.6405
0.4393,2.6882,0.6482,1.5755
0.5686,4.243,4.2467,-1.248
0.6292,1.2259,2.4588,2.0944
1.4263,0.7149,4.9775,0.6663
5.5862,1.2242,2.8376,0.5876
3.9352,6.1073,5.873,-1.2991
2.6367,0.8022,1.8666,2.1769
3.5078,4.0668,0.6837,-0.526
2.8032,0.3185,0.0428,0.6349
2.1019,1.7004,5.3336,1.0878
0.8186,4.2497,0.5229,0.3855
4.4436,3.7069,3.9191,-2.259
1.9192,4.0571,5.9082,-0.2151
6.1353,3.4426,0.6354,0.0713
0.5288,2.1423,4.0182,0.5669
3.7056,5.3065,4.5907,-2.4457
1.3548,6.0709,2.2601,1.616
3.9286,2.9701,1.8834,0.4673
1.4982,5.3457,5.6922,-0.4044
1.2452,3.4466,0.4114,1.0838
2.9418,6.1869,2.6449,0.5605
2.5811,3.1144,1.0055,1.3022
2.5895,6.1596,5.3461,-0.4006
1.8685,4.7503,0.3053,0.2952
5.4995,2.2935,0.6873,0.5827
4.7035,0.5725,3.1156,-0.4515
1.8189,5.7541,2.2602,1.1547
1.4443,5.9877,3.8195,0.1058
5.4969,4.0108,4.067,-2.2876
3.3605,4.484,3.4464,-1.5166
0.2595,5.9337,0.4844,0.4637
0.4713,1.3912,4.232,0.4708
0.4298,1.9249,3.682,0.8565
4.2156,2.294,5.4181,-0.8696
4.0782,2.9776,5.1556,-1.5034
0.1849,0.6982,4.3651,-0.0857
4.1608,2.2104,2.1053,0.8753
2.0823,1.8624,2.1515,2.7221
0.3248,2.2607,5.8459,0.7251
6.2491,4.6003,1.1534,-0.0508
3.2547,0.8854,1.8278,1.5604
2.5236,2.0375,2.3962,2.1891
0.6947,0.248,4.5701,-0.0507
1.9624,4.1634,2.5579,0.517
0.7607,5.8789,3.9749,-0.4054
5.9419,4.6291,3.0572,-1.3198
5.3292,4.6335,3.6692,-2.1705
2.3073,1.6859,5.0209,0.7422
5.2602,5.7109,4.1081,-2.2916
0.6492,5.118,5.1211,-1.2594
1.8397,0.3996,4.5753,0.3786
2.9364,2.1357,4.6785,0.0081
5.8528,4.9205,1.5823,-0.4264
6.2569,3.6538,1.7412,0.4357
4.8888,3.4012,2.9753,-1.1967
5.8143,1.7878,2.596,1.0257
6.1413,2.0341,4.4605,-0.198
1.2179,3.117,4.7862,0.0097
3.6887,3.96,5.6819,-1.9092
5.564,4.9089,0.4569,-1.1845
3.0967,6.085,3.7769,-0.7653
0.1085,4.7028,1.9565,0.004
5.676,0.5839,3.0865,0.0313
6.221,0.7556,0.9127,1.5054
4.3006,3.444,0.1712,-0.9756
1.518,2.6554,0.4729,1.942
1.9738,2.3958,1.2629,2.5329
0.6739,5.3876,0.9973,0.6658
1.1106,5.5133,3.1561,0.1757
2.0275,5.7862,0.2026,0.657
2.1043,2.6014,4.678,0.3823
3.7395,0.8575,0.8716,1.0021
5.6857,5.9408,5.8936,-1.2672
3.6016,4.613,5.9218,-1.8787
4.3475,5.7329,2.8873,-1.2247
4.2386,4.1371,4.0123,-2.4487
3.6552,5.9603,3.1095,-0.6545
2.9928,1.4752,5.4212,0.2981
0.0949,4.2713,4.5903,-1.6738
2.0946,0.9475,2.9167,1.9619
4.3001,2.7742,1.0894,0.3975
1.5807,4.899,4.6303,-1.092
5.815,3.7346,2.8298,-0.8022
2.7963,5.5817,2.6725,0.1386
4.0805,2.7296,3.1696,-0.4198
4.0673,5.4134,1.9749,-0.5922
3.1174,1.6707,4.6388,0.0497
3.2729,1.5973,6.1595,0.7252
4.7273,0.9765,2.2195,0.6282
3.967,3.9837,4.552,-2.5035
2.3169,2.9926,2.2865,1.719
0.6181,0.7164,3.0902,1.3011
4.0049,1.2017,5.9925,-0.1369
3.7378,6.0931,3.84,-1.3913
4.9377,2.9922,1.0003,0.1481
0.2018,2.757,6.181,0.4441
4.2961,4.156,2.7503,-1.4259
1.4529,5.6326,5.8996,-0.104
4.7897,5.502,4.0515,-2.4141
0.0361,1.3973,6.2285,1.0303
5.5635,2.8006,0.3411,0.0115
6.0386,5.8069,5.9393,-0.9688
3.7851,4.3114,5.3427,-2.1836
4.5232,1.8281,1.2893,0.9264
6.1029,6.1117,4.8903,-1.3767
0.4159,0.6388,1.8612,1.9122
4.6844,2.9103,2.4516,-0.1604
2.754,1.4727,1.7157,2.3615
2.8275,3.2252,5.9453,-0.0632
5.228,4.1939,6.0385,-2.0347
0.3283,3.8532,4.278,-1.2614
1.0607,5.7628,3.4697,0.0953
2.0039,5.8915,3.541,0.2102
3.235,3.4874,1.8143,0.5132
3.2752,1.3309,2.5566,1.3983
3.6356,3.6492,3.7517,-1.5967
0.3861,3.9958,3.0929,-0.3168
4.9729,4.1889,2.6939,-1.2952
1.2236,3.2607,4.5398,-0.0758
4.1336,4.474,3.6156,-2.2837
5.5752,0.9977,5.0192,-0.7246
2.6974,2.4792,5.3662,0.248
1.6132,4.4635,0.5633,0.6005
2.0343,0.3561,3.3101,1.0502
0.7815,3.4703,3.6364,-0.1279
2.5552,2.6175,2.5107,1.7004
4.4505,1.385,1.7794,0.9971
0.0946,2.561,4.6745,-0.3167
2.9743,4.714,0.7758,0.0095
4.9054,1.5402,4.5667,-1.0572
3.1487,4.7758,5.0988,-1.9166
1.1366,4.5509,2.106,0.7583
0.7214,2.1725,0.4171,1.8317
5.7405,2.111,0.2216,0.6385
3.3664,5.9796,3.2963,-0.6618
5.442,6.2734,0.4191,-0.4242
2.1713,4.7598,3.8862,-0.9666
2.7066,5.4749,6.033,-0.6022
2.3642,0.5787,4.8635,0.2739
1.2026,5.6569,4.8063,-0.5848
3.86,4.2671,2.9596,-1.2851
3.1043,0.8096,5.2465,-0.1351
2.8319,1.0657,4.4332,0.1929
2.3336,3.604,2.9176,0.4808
5.6341,3.0261,1.8268,0.4547
3.7045,3.4411,1.161,0.0481
2.8237,4.3532,5.5946,-1.2349
3.3992,3.1374,2.7039,0.1909
1.3116,6.0209,1.6944,1.7674
1.4001,0.051,4.6736,0.0154
0.4342,2.6254,1.4773,1.9124
3.5956,2.5941,1.4114,1.0859
6.1903,3.7266,0.4337,-0.2472
1.4128,4.1438,5.7502,-0.4261
3.8119,5.6992,1.5781,-0.0837
3.3811,2.7634,0.4031,0.5742
0.5779,1.0502,4.2883,0.4095
4.6671,4.3759,3.7411,-2.4604
4.1073,0.8267,3.6481,-0.5289
2.5943,3.0175,4.7054,-0.3369
1.7527,5.9291,1.0088,1.5168
0.2446,1.1043,5.3525,0.2865
3.1504,0.0193,0.5539,0.5999
4.1407,1.5772,3.1846,0.1049
6.1624,1.3644,4.0487,0.0012
6.0423,2.5162,3.2614,0.2478
0.1583,2.1681,3.3779,0.7402
1.5243,3.6982,2.1577,1.2757
0.3916,2.2661,5.1261,0.2226
1.7525,1.4633,3.1417,2.0491
5.8046,5.0656,5.0382,-2.2952
4.0393,3.7273,3.0279,-1.2571
2.2236,4.1749,0.8607,0.7691
5.2238,0.8713,5.5632,-0.8661
4.6737,1.7626,4.8574,-0.9928
1.7275,4.4082,0.5252,0.594
0.4916,4.4785,2.9887,-0.4453
1.0267,5.19,1.3729,0.9117
3.8272,5.6596,2.2169,-0.4106
6.132,0.4416,3.8059,-0.2176
0.8321,1.2189,2.901,1.8366
2.9018,5.4888,5.6513,-1.1414
5.7806,5.0751,3.5288,-1.8556
1.8205,0.1259,2.9295,1.3149
0.0352,1.2349,4.1003,0.1182
