feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
1.7065,1.4963,5.0338,6.0677,4.1945,2.0043,1.5437,0.0918,0.2102,3.4951
5.0963,5.7152,5.6938,2.3035,3.5408,1.2941,3.0777,5.7974,0.0554,10.5961
2.6553,4.526,2.5854,4.352,6.1744,3.1269,4.1707,5.8984,5.3272,4.6635
1.7245,3.4076,1.5518,1.0624,2.7586,6.0665,5.6638,2.0351,4.4775,6.5929
1.7264,4.8992,2.5272,5.6996,1.7809,0.2322,1.7729,3.2714,5.3868,7.6311
5.1328,4.838,6.2607,5.0573,0.5082,0.195,3.7108,2.0564,5.5137,9.5307
0.1514,4.7888,5.7138,2.7269,0.9472,0.9781,0.8329,3.4256,4.1893,6.296
2.0265,5.5958,4.8031,6.2296,4.9543,0.1409,6.2537,4.745,5.3073,3.6937
2.688,0.4136,4.4942,1.6839,2.3293,6.2212,3.3753,4.7108,1.9289,3.557
3.6758,2.7592,3.7581,6.2063,2.2346,2.0523,1.5405,0.1376,3.0583,8.9277
4.403,3.1761,1.8115,1.4751,0.128,2.538,1.6089,5.6262,0.1411,10.9375
6.042,2.6141,2.2178,3.21,4.2833,5.3269,3.9364,2.1268,2.0469,8.8837
4.2511,4.8034,2.2615,2.7181,3.1975,4.1369,4.4292,1.0403,1.5096,10.4093
4.7418,0.6864,5.5359,0.2538,1.6307,1.0174,3.1496,3.5776,1.7873,7.4958
3.4237,0.498,3.3258,5.3831,2.1223,0.7107,4.4643,4.8843,5.0873,1.5426
3.0463,3.3213,4.422,4.7684,4.2013,3.2499,1.7348,2.3455,6.1794,5.1253
4.095,2.0998,2.9803,4.5584,5.3287,4.556,2.2345,2.0737,6.1057,4.8661
1.9171,0.2437,4.2067,4.4456,0.8279,5.6134,2.598,5.724,3.0974,0.3865
0.3017,3.0588,0.808,2.8214,0.2144,4.8804,4.1183,0.7385,4.7862,2.5164
4.9323,0.7342,5.1605,1.8364,1.204,0.9702,0.7093,0.589,1.2793,9.7895
4.1013,2.6132,0.2892,5.1844,4.8046,5.823,5.4053,2.1561,4.3104,3.8624
5.4265,2.0069,3.0467,6.09,3.3088,2.8244,1.7448,4.4874,2.5668,7.7645
0.4393,2.6882,0.6482,0.5686,4.243,4.2467,0.6292,1.2259,2.4588,4.7329
1.4263,0.7149,4.9775,5.5862,1.2242,2.8376,3.9352,6.1073,5.873,0.3836
2.6367,0.8022,1.8666,3.5078,4.0668,0.6837,2.8032,0.3185,0.0428,4.7969
2.1019,1.7004,5.3336,0.8186,4.2497,0.5229,4.4436,3.7069,3.9191,1.2819
1.9192,4.0571,5.9082,6.1353,3.4426,0.6354,0.5288,2.1423,4.0182,6.5167
3.7056,5.3065,4.5907,1.3548,6.0709,2.2601,3.9286,2.9701,1.8834,9.9318
1.4982,5.3457,5.6922,1.2452,3.4466,0.4114,2.9418,6.1869,2.6449,8.4843
2.5811,3.1144,1.0055,2.5895,6.1596,5.3461,1.8685,4.7503,0.3053,6.371
5.4995,2.2935,0.6873,4.7035,0.5725,3.1156,1.8189,5.7541,2.2602,9.5089
1.4443,5.9877,3.8195,5.4969,4.0108,4.067,3.3605,4.484,3.4464,3.0089
0.2595,5.9337,0.4844,0.4713,1.3912,4.232,0.4298,1.9249,3.682,8.1196
4.2156,2.294,5.4181,4.0782,2.9776,5.1556,0.1849,0.6982,4.3651,3.8463
4.1608,2.2104,2.1053,2.0823,1.8624,2.1515,0.3248,2.2607,5.8459,10.3629
6.2491,4.6003,1.1534,3.2547,0.8854,1.8278,2.5236,2.0375,2.3962,15.6148
0.6947,0.248,4.5701,1.9624,4.1634,2.5579,0.7607,5.8789,3.9749,0.115
5.9419,4.6291,3.0572,5.3292,4.6335,3.6692,2.3073,1.6859,5.0209,9.4707
5.2602,5.7109,4.1081,0.6492,5.118,5.1211,1.8397,0.3996,4.5753,8.9713
2.9364,2.1357,4.6785,5.8528,4.9205,1.5823,6.2569,3.6538,1.7412,4.008
4.8888,3.4012,2.9753,5.8143,1.7878,2.596,6.1413,2.0341,4.4605,9.2283
1.2179,3.117,4.7862,3.6887,3.96,5.6819,5.564,4.9089,0.4569,0.2788
3.0967,6.085,3.7769,0.1085,4.7028,1.9565,5.676,0.5839,3.0865,8.407
6.221,0.7556,0.9127,4.3006,3.444,0.1712,1.518,2.6554,0.4729,8.6674
1.9738,2.3958,1.2629,0.6739,5.3876,0.9973,1.1106,5.5133,3.1561,6.165
2.0275,5.7862,0.2026,2.1043,2.6014,4.678,3.7395,0.8575,0.8716,9.1437
5.6857,5.9408,5.8936,3.6016,4.613,5.9218,4.3475,5.7329,2.8873,8.186
4.2386,4.1371,4.0123,3.6552,5.9603,3.1095,2.9928,1.4752,5.4212,7.2505
0.0949,4.2713,4.5903,2.0946,0.9475,2.9167,4.3001,2.7742,1.0894,5.745
1.5807,4.899,4.6303,5.815,3.7346,2.8298,2.7963,5.5817,2.6725,5.1856
4.0805,2.7296,3.1696,4.0673,5.4134,1.9749,3.1174,1.6707,4.6388,6.1694
3.2729,1.5973,6.1595,4.7273,0.9765,2.2195,3.967,3.9837,4.552,2.9986
2.3169,2.9926,2.2865,0.6181,0.7164,3.0902,4.0049,1.2017,5.9925,6.8706
3.7378,6.0931,3.84,4.9377,2.9922,1.0003,0.2018,2.757,6.181,9.6739
4.2961,4.156,2.7503,1.4529,5.6326,5.8996,4.7897,5.502,4.0515,6.4146
0.0361,1.3973,6.2285,5.5635,2.8006,0.3411,6.0386,5.8069,5.9393,0.2452
3.7851,4.3114,5.3427,4.5232,1.8281,1.2893,6.1029,6.1117,4.8903,6.8683
0.4159,0.6388,1.8612,4.6844,2.9103,2.4516,2.754,1.4727,1.7157,4.115
2.8275,3.2252,5.9453,5.228,4.1939,6.0385,0.3283,3.8532,4.278,2.9279
1.0607,5.7628,3.4697,2.0039,5.8915,3.541,3.235,3.4874,1.8143,7.0432
3.2752,1.3309,2.5566,3.6356,3.6492,3.7517,0.3861,3.9958,3.0929,3.2662
4.9729,4.1889,2.6939,1.2236,3.2607,4.5398,4.1336,4.474,3.6156,7.3445
5.5752,0.9977,5.0192,2.6974,2.4792,5.3662,1.6132,4.4635,0.5633,6.4175
2.0343,0.3561,3.3101,0.7815,3.4703,3.6364,2.5552,2.6175,2.5107,3.7735
4.4505,1.385,1.7794,0.0946,2.561,4.6745,2.9743,4.714,0.7758,6.5039
4.9054,1.5402,4.5667,3.1487,4.7758,5.0988,1.1366,4.5509,2.106,4.5468
0.7214,2.1725,0.4171,5.7405,2.111,0.2216,3.3664,5.9796,3.2963,3.325
5.442,6.2734,0.4191,2.1713,4.7598,3.8862,2.7066,5.4749,6.033,10.903
2.3642,0.5787,4.8635,1.2026,5.6569,4.8063,3.86,4.2671,2.9596,-0.1064
3.1043,0.8096,5.2465,2.8319,1.0657,4.4332,2.3336,3.604,2.9176,3.7327
5.6341,3.0261,1.8268,3.7045,3.4411,1.161,2.8237,4.3532,5.5946,8.4565
3.3992,3.1374,2.7039,1.3116,6.0209,1.6944,1.4001,0.051,4.6736,8.0818
0.4342,2.6254,1.4773,3.5956,2.5941,1.4114,6.1903,3.7266,0.4337,5.1378
1.4128,4.1438,5.7502,3.8119,5.6992,1.5781,3.3811,2.7634,0.4031,5.4017
0.5779,1.0502,4.2883,4.6671,4.3759,3.7411,4.1073,0.8267,3.6481,-2.276
2.5943,3.0175,4.7054,1.7527,5.9291,1.0088,0.2446,1.1043,5.3525,6.5373
3.1504,0.0193,0.5539,4.1407,1.5772,3.1846,6.1624,1.3644,4.0487,3.9729
6.0423,2.5162,3.2614,0.1583,2.1681,3.3779,1.5243,3.6982,2.1577,10.3533
0.3916,2.2661,5.1261,1.7525,1.4633,3.1417,5.8046,5.0656,5.0382,1.3799
4.0393,3.7273,3.0279,2.2236,4.1749,0.8607,5.2238,0.8713,5.5632,7.6862
4.6737,1.7626,4.8574,1.7275,4.4082,0.5252,0.4916,4.4785,2.9887,5.5994
1.0267,5.19,1.3729,3.8272,5.6596,2.2169,6.132,0.4416,3.8059,6.0993
0.8321,1.2189,2.901,2.9018,5.4888,5.6513,5.7806,5.0751,3.5288,-0.7451
1.8205,0.1259,2.9295,0.0352,1.2349,4.1003,1.2047,4.1121,4.2959,1.2417
2.577,4.3052,5.06,5.7906,4.1489,3.1374,2.4665,1.5453,4.4981,5.6653
3.9341,1.4751,6.0658,4.043,5.2708,0.4344,1.0056,6.0006,2.2634,5.264
1.7039,6.1199,1.7094,4.3809,1.6942,4.0838,3.4688,2.6726,2.334,8.8603
3.7236,5.1203,5.4757,2.5104,4.601,5.6521,2.8208,0.4536,5.6957,7.2883
3.2053,3.4375,5.3408,4.8963,3.4978,1.9766,0.9491,0.8649,4.8536,6.0287
6.2287,5.3795,4.3693,3.2582,0.3006,5.6164,5.3194,5.9414,2.6398,9.1751
3.7318,2.9388,2.0327,5.3672,5.3869,2.8825,6.0276,4.5685,3.084,4.8177
5.7333,3.2244,5.9939,4.7119,3.5017,6.1303,3.168,6.066,3.3414,7.0039
5.8881,3.6535,1.4667,1.3297,1.269,1.7859,4.9958,0.7579,1.191,14.3003
5.0964,3.933,3.2259,1.0392,5.1736,1.9033,1.9538,3.619,5.3281,9.8045
1.4784,1.1189,4.7535,0.6881,6.1657,2.4785,4.1055,5.6749,3.3063,1.3824
2.8456,4.3475,4.7832,5.8184,1.1973,3.3875,0.5597,3.0654,1.1067,8.2935
0.2776,5.3749,2.5984,1.4562,1.4073,2.3407,0.0982,5.237,0.4852,8.4227
4.168,4.0036,0.1486,1.6485,3.2518,4.4088,2.5075,4.6767,5.2022,7.0012
1.617,0.9449,2.8856,4.0458,0.9302,5.4363,2.6484,1.5063,4.1643,2.8614
5.552,3.6973,2.3501,5.8704,0.0687,0.1733,3.3116,5.2811,5.3291,8.0604
1.7981,4.0783,1.721,2.2195,3.395,2.0501,0.3824,0.9404,0.927,10.429
1.105,3.0238,3.7676,0.196,2.8191,4.6623,2.4262,1.1659,0.8197,5.1113
5.2079,0.2804,5.0848,3.9742,4.8446,3.4167,4.7486,0.3776,1.0424,2.8973
3.3825,1.2625,5.809,4.7525,5.7588,3.3228,5.0187,3.4142,2.7629,1.7275
0.9588,5.3594,5.7891,6.1481,0.5545,2.0658,5.5653,0.6206,0.2446,7.1837
5.046,2.2343,4.1068,0.215,5.9813,5.9458,2.8789,4.6512,1.6386,6.2944
5.2658,5.8186,2.5564,1.5581,4.6049,2.3921,4.5555,3.5349,4.747,10.0614
3.2353,2.3002,0.9513,4.859,2.8014,5.0329,4.4637,1.6087,3.3666,4.5715
6.2129,3.8373,2.5983,2.467,3.6425,2.055,4.6758,2.2604,0.631,11.6436
2.343,0.6721,5.6094,5.2852,0.6215,2.6865,3.2512,1.8686,2.9634,3.3973
0.7752,5.1102,2.7691,4.7549,1.5579,3.5227,5.4951,5.1331,1.8233,5.1528
4.0394,3.5723,4.3223,3.2027,2.8994,2.4938,2.4316,5.2467,5.2087,6.4391
5.8603,4.9713,0.8694,0.184,1.4393,3.1713,5.1484,5.7607,0.3412,11.5381
1.9648,1.6451,5.2421,4.4489,5.8243,3.019,5.8674,4.642,5.8055,-0.5207
0.2909,2.5019,4.807,5.0455,0.8046,1.2833,0.2526,4.3479,4.0805,1.0463
3.3897,5.2774,3.0485,4.1841,4.2268,4.2598,1.5046,4.5396,1.1967,7.201
4.9512,5.0242,4.9773,3.3202,2.3699,2.7869,0.1756,3.7189,5.0245,8.5116
1.0744,2.2924,4.7674,3.0921,4.8603,3.1858,0.3459,3.1251,0.2668,2.0812
4.8027,4.0588,1.2232,0.9787,5.7386,5.0933,0.6187,0.4021,3.0506,10.4863
6.1143,3.52,2.3133,5.6594,3.1423,1.0636,4.0591,4.5472,4.8102,7.8834
5.6079,4.531,0.6235,2.6591,4.427,0.784,3.5454,0.1861,1.9056,11.776
0.1729,4.5906,3.9446,0.6321,5.2965,3.1724,4.2667,3.78,3.9124,1.6318
4.9803,6.2649,1.1886,3.3433,4.6257,5.5845,2.529,1.2665,2.9281,12.2206
1.4167,2.3906,2.1641,5.2346,3.8399,0.0866,3.0347,4.1338,2.344,3.3041
0.0824,2.3035,0.401,3.2327,0.6675,0.1514,6.0038,0.5003,5.71,3.3585
3.4099,5.6698,0.1592,2.2224,2.0769,0.1671,5.2591,2.8097,5.0749,9.8358
1.5696,5.5288,5.2695,1.5082,1.157,6.2493,3.3708,6.1115,1.4109,8.8743
2.1832,2.8021,2.1956,1.8599,2.7524,3.454,4.1856,0.9263,1.1668,7.5995
1.0555,4.4853,5.2048,5.9707,0.3908,5.0741,5.0774,4.1962,4.2705,1.1543
3.4294,4.685,0.5048,1.9033,3.5361,3.8441,0.1923,0.3283,4.0524,8.264
0.7391,6.2314,0.8353,5.009,0.7978,2.8357,0.4509,4.7553,3.1995,7.2107
0.2965,2.9314,5.97,6.2723,2.2734,1.3152,1.1262,3.4247,3.8069,4.6454
1.732,1.8557,5.3693,3.2402,4.6066,3.8486,2.7147,4.2813,1.3688,1.4511
4.2534,4.0347,4.3388,0.0362,2.2908,1.5865,2.905,4.972,1.49,9.3282
3.2775,1.8921,1.5118,4.0629,3.7646,2.3081,3.1545,3.0306,2.2027,6.5265
5.3718,2.2017,5.0518,4.4633,3.0016,1.7437,6.0666,4.6607,1.5131,6.132
5.4396,1.44,1.313,5.4254,0.8677,2.3103,4.2202,2.6974,3.399,7.7192
4.9908,4.3333,1.1374,2.7783,5.0094,2.5617,0.2075,4.5507,5.7727,8.8189
1.3491,4.1538,0.1682,3.7964,1.2906,2.3164,4.1692,3.3141,2.4346,6.3294
3.665,5.999,0.9629,2.134,2.1566,5.0702,2.6679,2.042,3.197,12.3094
3.3088,1.8626,5.5203,0.7561,4.4144,0.4381,5.5455,5.5768,3.2773,3.2077
4.9698,2.8304,3.6367,2.9618,5.1852,2.0929,3.4161,5.2389,5.1958,5.4443
0.0437,1.3049,1.0551,2.5474,3.2678,0.365,3.5008,0.421,0.1856,3.2447
2.865,4.5731,5.0427,4.6842,4.32,3.6732,4.2517,5.3447,5.5804,1.4917
5.6295,1.9273,1.6011,3.6694,4.0389,5.4428,5.7967,0.9884,4.5982,5.9086
0.8358,1.6184,1.9215,2.0589,5.4131,0.6271,1.7928,1.6508,4.2031,4.8985
5.1491,4.9815,2.7979,5.5908,0.6169,0.6384,1.7464,3.4193,4.6856,10.5565
3.2107,3.3367,6.1759,1.0867,6.2451,3.4261,3.2178,3.3054,2.9742,7.017
0.5753,2.2228,5.7683,4.3703,2.5099,0.5229,4.1974,6.0183,3.6864,0.6793
0.4425,0.1203,3.2279,2.2113,5.6136,0.1397,3.0657,2.0157,1.7474,2.943
3.2393,3.6757,1.28,5.0759,1.7875,2.5656,5.2257,4.6412,0.7346,7.1261
1.8324,4.1045,5.2335,6.2137,5.8681,0.1461,0.2794,1.7024,5.3544,5.1244
2.0458,3.3299,4.0144,1.3228,5.4493,4.1402,1.3607,6.0867,1.3266,5.4764
3.3836,5.9429,0.7566,4.4867,3.851,0.0268,4.7597,3.261,5.5209,6.5545
5.574,2.1536,5.8514,3.8861,0.2761,2.4088,3.8175,5.853,5.1178,5.5675
4.6645,0.4288,2.0837,5.7463,4.7187,5.6752,1.3194,0.2333,5.9386,4.619
1.0276,4.1764,6.1287,2.4366,0.6263,2.2725,0.3851,2.3821,3.2956,8.1547
1.3485,0.8491,4.7389,0.2632,2.8674,3.2683,4.446,2.7883,2.9171,1.3686
0.3313,0.9996,2.266,1.0492,4.0882,6.1181,2.1866,4.548,1.5411,2.8271
6.2805,6.0937,1.3794,3.6372,4.7968,5.266,5.3121,1.7697,3.9212,10.0458
0.3226,3.1811,2.3702,3.1756,1.2267,3.7328,1.0375,5.8951,2.984,5.091
1.5392,2.9978,2.5228,2.1339,4.9322,4.5827,1.5522,1.6256,4.5887,4.8977
6.0585,3.2727,5.2372,3.6102,2.7744,3.0058,5.5937,1.5903,2.5586,9.2992
2.6539,4.6467,5.1913,0.4166,0.6231,4.2167,2.8884,3.4813,4.5574,5.4828
3.8762,5.4426,1.3715,1.0867,5.927,3.0115,0.7446,3.8897,5.8616,10.7208
5.1738,3.5254,1.8478,1.2903,0.0795,0.0832,5.3523,4.5592,0.9976,9.8103
2.3886,1.1222,1.604,3.1754,6.0136,0.4412,3.3289,3.7894,1.0428,4.902
1.4143,3.6476,0.6398,5.7594,3.2704,4.0648,6.0092,0.9872,4.112,4.0009
3.4148,1.3343,3.8405,2.7835,5.5748,6.0369,6.2634,1.3955,2.8778,4.8725
1.6066,4.4204,4.1106,4.5514,3.6935,1.3512,2.6343,2.036,3.1595,5.8443
0.8565,3.5732,0.453,4.8971,4.3141,4.1993,1.979,0.279,3.2036,3.1766
4.5056,3.2945,4.7593,4.8365,5.4736,4.704,4.5838,5.6102,4.4562,1.6366
2.4919,4.9388,3.263,0.97,1.4815,5.899,5.5552,4.4646,1.2291,7.8942
1.679,5.8494,3.2985,3.2194,5.819,0.1856,5.1697,2.2878,5.9102,6.7395
5.8994,5.6843,3.9346,3.9766,3.9664,0.269,3.898,5.1361,4.2206,7.1642
1.922,4.986,2.798,3.6346,4.682,4.5171,5.3572,4.8389,5.1786,2.1336
1.7243,3.4125,2.6032,0.8184,0.3865,3.4,1.4308,4.8159,1.7551,7.4267
0.4348,1.1754,0.7818,4.1693,4.1076,6.0252,0.0061,2.0366,0.2324,1.9699
4.0155,4.153,5.9835,3.082,5.7557,5.1827,4.5481,3.6326,1.014,6.0474
1.0498,3.8802,4.6973,6.0702,1.5581,1.0642,3.9631,0.6888,4.065,4.8038
3.5413,5.8554,0.6215,1.1835,5.7998,5.6884,3.9746,5.8376,4.1797,7.8788
2.899,0.6396,2.6359,3.4622,1.9093,3.8193,4.7586,0.303,1.5723,4.0589
1.436,0.4238,2.0731,1.9002,3.7405,2.7781,4.175,2.3703,4.0615,2.4124
2.145,5.8718,0.4736,3.7742,2.3994,3.8346,3.317,2.7119,5.1486,7.1491
0.6128,3.244,0.0146,4.1854,3.8026,5.1084,0.2182,5.3887,1.5837,1.8702
5.1289,4.722,3.9211,4.6678,4.0395,3.8304,2.5918,1.4588,3.0998,8.4011
2.037,0.7445,4.8926,1.6043,5.9433,1.6459,1.7749,4.7721,0.4911,4.0462
2.4282,0.4635,2.7402,5.2038,1.2699,2.3399,5.5609,3.3772,2.0354,4.0977
1.5367,1.1362,6.169,1.6477,4.3846,4.3385,4.0091,2.2455,1.5859,2.9874
6.0526,5.3147,3.094,1.0059,5.4687,0.8819,6.1298,5.2684,3.7391,11.2554
3.2412,3.2123,3.2706,5.0553,1.9601,6.2072,5.5031,0.6796,3.6831,5.9751
5.0137,0.7366,4.3492,4.6665,0.3063,4.8485,2.6461,3.6666,3.7843,2.5739
1.2526,0.6296,6.0224,0.3576,0.2416,1.6842,0.0968,0.2642,2.4793,3.9807
3.4313,2.6956,1.5249,1.0289,3.544,0.1212,2.1268,3.8903,5.4773,7.2618
5.3899,2.6176,3.3,5.3042,0.2583,2.928,0.9407,0.7858,3.9956,8.198
2.8044,2.5524,5.8858,4.2916,3.9514,4.9928,2.8388,0.9602,3.3985,3.6745
4.079,1.7825,3.06,2.4338,1.9295,5.8249,1.2524,1.2638,5.6513,8.3902
1.0884,4.5968,1.4431,4.6247,3.6742,0.512,5.938,2.976,2.2807,6.3045
3.1538,1.9139,3.5148,1.1395,1.7557,0.0157,3.8927,1.5563,5.6451,6.3243
2.2578,2.761,1.7794,4.8917,0.5924,1.747,1.8222,2.9644,2.5824,8.0954
3.4788,2.5293,5.509,2.7207,0.4909,5.4268,6.2587,5.928,3.8156,4.1774
6.2519,0.0785,4.6715,6.0277,3.9118,1.1238,2.2887,1.428,5.9611,6.8539
1.3051,1.4267,1.4715,5.9438,0.3806,0.8016,0.4526,1.9744,3.5345,5.462
6.1058,5.1565,4.1577,1.508,3.1839,5.1,4.3647,0.0781,2.5936,10.0981
6.1557,4.3191,0.9326,4.8972,0.2614,5.145,5.5925,5.4786,4.9873,7.369
4.5376,4.0726,5.7704,4.2291,1.6992,2.1793,0.893,3.1701,3.637,9.1528
0.9651,5.3511,0.5996,4.8242,1.7132,4.4736,2.4409,0.9656,0.4665,8.0202
0.4966,5.3822,1.7245,0.8918,2.8861,2.8038,5.9089,3.2421,5.9544,7.4383
5.5644,0.6125,3.5841,4.1266,2.552,0.4008,0.078,2.6961,0.6846,7.2103
1.1341,5.0609,3.0851,1.5721,5.943,3.2882,2.8629,5.3155,1.57,6.9625
0.0346,1.4383,1.7636,3.06,0.3007,1.3665,4.9244,3.5215,2.2841,3.2394
4.305,0.6511,0.3629,3.3727,6.1879,1.7652,3.8127,3.6786,0.8014,5.4619
3.1046,1.2895,0.6814,0.5961,1.2199,5.6324,1.3915,0.5434,3.1042,7.3657
4.8081,4.6893,3.3195,0.6393,2.8786,1.0945,3.9353,2.2295,0.6431,11.9142
0.4039,6.1869,5.6959,0.1491,5.4172,1.7652,5.0429,1.8793,5.6457,5.7039
3.203,1.5652,1.71,3.7064,5.4091,0.1122,1.2374,2.691,0.9984,6.8689
0.383,1.7881,5.6753,4.9371,2.601,5.2653,0.4508,0.3678,1.4186,2.0118
3.5414,1.1826,5.5636,4.3458,5.2135,4.0451,4.5972,4.5475,1.8454,0.2926
4.3387,5.0486,4.5085,3.6058,1.8784,5.7537,6.1617,3.6152,2.9048,8.1296
1.4028,2.2123,4.6261,0.6106,1.5585,1.0338,6.1978,1.0748,2.0915,6.7564
2.8518,5.2343,0.9732,6.2185,3.8572,1.7518,3.797,0.6664,4.8703,8.006
2.7196,0.2299,2.0185,6.2009,3.9366,4.1974,1.1496,5.3634,5.799,1.7113
6.0454,1.6775,0.4577,3.6604,5.9792,3.8066,5.8055,2.7368,1.3254,7.8284
4.0882,3.4903,0.836,5.3284,3.6626,2.7905,5.0188,0.5115,5.5357,6.2965
5.4355,4.4768,4.3347,2.6847,2.6208,5.9606,1.8843,4.3243,5.3393,8.569
3.5452,0.1122,4.8338,2.4077,0.5619,4.6638,4.1086,3.1574,0.9809,3.2299
1.6804,3.6025,2.4359,3.2038,5.5288,3.6442,3.3806,0.6667,2.0253,5.7635
0.3619,1.3868,0.6367,5.4351,1.8495,0.8889,5.9192,3.0661,2.1431,3.7818
0.8634,4.8276,4.1118,4.0507,0.285,3.5806,0.8085,3.7212,3.83,3.4208
5.6487,1.9516,6.0008,2.9093,0.897,1.5051,3.2248,5.6706,3.8345,7.8252
3.3341,3.4621,1.2833,0.8771,2.283,3.5142,5.1772,5.0576,5.9451,6.6879
2.4119,2.6604,3.8036,0.6601,4.2251,3.8747,0.9503,0.1378,1.5339,5.7681
0.901,0.7993,1.3287,4.5306,0.8174,5.3297,3.7122,3.4809,0.1189,0.8026
0.7431,4.9113,4.2958,2.3248,1.8298,3.8465,4.7655,4.904,6.1965,3.4499
2.0072,5.6213,4.5241,4.8078,1.9112,0.9139,2.7862,1.7808,5.8522,8.0969
0.5355,1.0998,2.0174,0.4045,4.2285,4.6647,6.0103,0.2819,6.2752,0.9569
5.9863,4.9153,2.2967,3.3659,1.5729,0.0624,4.4641,2.0116,3.8299,11.818
3.7627,0.3472,2.7303,3.7712,0.0081,0.6705,2.0806,1.8493,0.4502,6.8809
3.7591,5.2203,3.043,4.2543,3.2412,2.6864,3.7098,3.6588,5.1979,6.385
2.7858,5.6711,1.1063,0.3098,6.0388,2.9586,5.0573,4.9489,1.9954,8.4985
3.3055,2.8854,4.4291,1.2143,1.5964,4.0694,2.206,2.5978,4.7607,6.643
1.9354,1.0332,5.4532,0.3275,3.4497,1.0795,0.4282,2.9439,5.8004,3.1944
3.6934,0.8661,5.4117,6.0907,1.8886,0.7906,4.3893,2.1915,0.5423,5.4574
1.3589,1.5284,4.064,0.0699,2.4366,4.3252,5.1488,2.2736,3.0038,2.0604
1.9801,0.1854,1.5469,5.0268,0.8486,2.9867,2.1643,5.1869,4.1517,2.1582
4.268,1.3339,1.2232,0.2812,1.8937,2.0883,2.8735,0.106,0.2763,9.0996
0.138,3.4812,1.1985,4.3223,6.1947,4.8879,5.722,3.9771,3.5448,0.8145
3.471,5.4282,2.8465,4.8176,2.0144,2.9892,1.206,2.705,4.4028,9.8021
0.3503,1.3335,3.5,5.4139,3.2725,3.8019,3.7132,3.1064,0.3193,-0.6467
4.0789,3.8394,4.4155,2.4819,0.3721,1.0235,0.497,2.6523,0.4541,10.166
2.3149,4.3721,1.5489,0.3014,5.1373,1.5222,0.0781,3.9784,3.3622,7.2026
5.0828,2.8501,5.9779,1.6207,2.7429,0.9604,3.9207,0.5596,6.2655,9.8543
2.0385,3.0129,2.3944,4.2391,1.4347,0.6152,5.0996,4.7613,1.0153,5.2052
1.5718,0.115,5.6032,4.9055,0.8479,3.811,6.1449,2.1483,2.9291,0.9564
0.8338,0.2682,1.4535,3.0592,2.3328,5.3292,6.1364,4.6019,0.53,1.3946
2.4538,0.7191,3.3071,2.429,1.7311,0.512,5.0374,1.5824,5.7379,4.7857
2.4548,0.6913,3.2734,2.7188,1.8512,5.2308,1.2002,3.0242,3.5216,4.3984
0.3603,4.3303,2.0567,5.067,0.7027,5.4916,4.6235,0.5374,2.5851,4.3873
3.9956,0.2178,5.1054,4.7923,5.006,4.1674,4.3255,1.1964,2.3612,1.2609
2.9,2.8258,3.1765,3.0335,1.2987,4.8664,6.2638,2.3908,2.9822,6.6799
0.7377,1.6674,5.239,6.17,0.4542,3.2192,1.2206,3.4151,5.8358,1.977
6.0287,5.2971,3.2212,4.2258,6.0128,5.3661,4.124,0.3996,4.1957,8.1984
4.7889,1.9798,5.7507,2.3659,0.7279,1.9882,3.0848,0.492,4.4894,7.903
0.4393,1.2607,2.1666,4.3881,1.5023,3.9143,2.0836,5.7569,5.5305,1.6963
1.14,2.8828,5.531,0.4347,0.8548,5.474,2.2222,0.7833,1.5178,6.1174
1.5392,0.6583,0.092,2.1023,0.6368,4.7409,0.321,1.1609,5.2352,3.0693
3.3036,2.9481,3.4946,3.9966,3.9106,2.3048,4.9395,1.7461,0.7075,6.0785
0.9551,3.6485,5.2366,1.4692,4.9352,4.9259,0.9964,1.9874,5.0205,3.7049
6.0409,0.9664,4.7485,4.279,4.8921,3.2085,3.3014,0.4128,4.2916,3.3666
4.0193,2.1298,0.6032,1.5037,4.8782,6.1683,5.6879,3.0352,4.0503,5.4086
2.3938,3.0313,0.5351,0.8216,4.821,4.99,5.4702,2.906,2.0482,5.1977
3.5808,3.0301,3.2158,4.7037,2.9094,1.8307,5.2393,0.5816,0.1686,6.8645
1.2531,3.2195,5.7855,5.7066,3.3205,4.4331,5.6529,4.5254,3.5585,0.5057
6.2086,4.5006,3.7164,0.7261,6.1527,4.0173,3.1301,1.9459,3.0105,11.2509
4.2481,3.8692,2.7716,6.0227,6.155,2.3132,5.1693,4.02,3.13,7.1118
2.802,4.5798,1.7572,2.0808,5.6696,4.5053,1.7154,4.5705,2.7751,8.0845
5.7793,0.2317,2.1303,1.1869,1.7434,0.8771,1.0976,5.9789,0.7877,10.6683
1.8617,5.916,1.2136,1.1952,5.6969,4.9858,4.4571,5.1552,1.3395,7.2978
2.416,2.9667,2.7135,5.7413,0.6732,4.3747,2.9357,1.2755,0.2583,6.5801
0.6032,1.4169,0.3818,3.6892,1.1347,1.045,4.3745,4.735,5.0807,0.9501
4.7525,5.7039,3.8771,0.0787,3.4031,0.2743,2.587,1.3848,1.1336,12.483
4.2959,3.955,4.5233,0.8165,2.4316,5.0758,3.8135,3.89,2.0725,7.351
2.3852,3.3752,2.8149,5.7162,5.6911,4.3351,5.8812,5.2328,1.8179,3.7927
3.2614,4.8977,5.1728,2.412,4.9955,3.5786,2.9436,2.7195,3.9932,6.3874
