Feature_1,Feature_2,Feature_3,Target
8.024,0.333,24.421,0.71
2.856,-0.232,12.379,-0.719
8.452,-1.471,13.392,0.631
0.364,1.614,11.536,0.61
9.142,3.52,22.305,-0.546
6.704,-2.875,20.967,1.224
6.578,-3.497,12.788,0.947
6.061,2.45,20.309,1.306
7.386,2.716,18.729,1.286
1.374,-2.711,22.876,-0.342
0.384,4.383,14.571,0.28
4.789,-0.527,24.548,-2.181
7.752,0.946,18.201,1.253
0.511,-3.97,17.999,0.297
4.433,-0.626,15.174,-1.277
6.183,-2.594,20.66,0.371
8.975,1.27,17.998,0.203
5.773,-0.031,24.416,-1.887
7.367,0.263,17.558,0.381
6.553,-2.732,15.862,-0.598
5.561,-0.424,24.916,-1.108
3.262,0.449,24.421,-0.06
1.199,4.194,18.785,-0.389
7.216,0.82,10.432,0.417
5.46,0.771,13.56,0.931
9.786,0.487,10.694,-0.315
8.984,-0.876,22.217,-1.175
8.332,-1.711,24.655,-0.629
7.374,3.705,24.506,-0.749
7.626,-0.64,17.468,-0.537
5.055,0.194,21.337,-0.119
1.304,-0.864,10.051,-0.244
1.863,1.032,18.364,0.579
0.807,3.26,17.667,-0.05
4.548,4.651,10.699,-2.845
5.852,-0.827,23.107,-1.753
3.756,-0.896,22.705,-1.905
1.021,-0.185,19.402,1.525
6.422,0.782,10.456,-0.339
3.789,-0.342,24.856,-1.062
5.138,4.656,24.072,-2.758
5.919,-0.412,22.067,-0.614
9.176,-1.845,16.077,-1.049
4.292,-2.653,13.845,-0.219
0.963,-3.995,20.927,2.598
8.141,0.301,13.625,2.08
1.629,-2.634,13.291,1.317
5.203,1.156,18.281,-0.611
5.573,-4.23,17.981,-0.358
4.13,3.31,17.074,-1.869
7.213,-2.491,22.028,0.285
7.077,1.71,23.31,0.885
1.823,-4.357,14.646,2.824
2.883,4.988,15.627,-1.034
9.477,-2.05,22.604,-1.319
3.931,-0.206,10.685,-1.356
10.09,-3.375,20.459,0.761
2.887,0.528,15.228,-0.189
6.168,-1.021,12.548,-0.654
4.185,-4.101,11.971,-0.387
9.579,3.651,22.869,-1.816
0.127,-3.555,19.929,1.449
2.611,-1.185,20.132,1.003
2.043,-2.57,17.53,-0.347
2.059,0.885,23.11,0.678
0.462,-1.676,17.565,-1.853
2.939,1.903,12.138,0.439
5.824,-1.118,21.168,-0.701
1.798,1.492,18.079,1.204
1.806,-0.407,19.917,1.309
2.995,-4.164,11.54,-0.407
2.861,1.971,17.989,0.626
8.426,-5.018,17.879,0.825
9.6,-3.793,10.584,0.081
0.576,-0.386,22.835,-0.194
3.408,-1.087,22.52,-2.156
4.148,-2.505,20.695,-0.478
4.846,3.236,12.307,-1.232
4.305,1.823,19.536,1.029
9.62,-3.674,21.125,1.355
9.397,-0.336,23.345,-1.223
6.748,4.584,20.133,0.225
3.959,4.829,16.301,-2.366
6.211,-4.323,22.508,-0.345
9.422,4.574,13.542,-0.31
1.635,-1.976,19.497,0.972
3.617,3.405,12.606,-0.809
10.297,0.81,9.465,-0.336
5.066,-1.806,21.756,-1.823
4.753,-3.827,10.224,-0.999
4.469,2.633,20.137,0.342
6.072,2.308,13.182,1.041
2.659,2.518,19.752,2.128
8.492,1.155,12.019,1.043
2.672,-2.791,21.147,0.617
3.935,3.46,15.641,-0.71
5.775,1.967,12.554,0.471
0.133,-4.71,16.147,0.513
1.415,4.062,21.765,0.754
3.36,-2.305,12.536,-1.054
5.809,0.187,22.933,-1.292
9.515,-2.777,11.042,-1.295
6.869,-0.384,17.511,-1.128
8.222,3.373,18.122,-0.079
8.788,0.662,19.935,2.122
1.627,-3.236,12.933,1.195
2.957,-0.292,22.124,-0.549
8.378,-0.488,15.213,0.524
8.016,-4.928,17.221,1.002
4.368,3.92,23.261,-2.548
9.501,0.553,22.59,0.506
0.463,3.005,17.496,0.263
8.205,-4.083,22.767,0.924
8.821,0.336,10.063,0.466
0.406,4.119,11.524,-1.435
8.034,3.676,11.188,-0.477
1.926,-1.844,11.707,-0.779
1.569,-0.562,21.48,1.325
3.151,-0.791,17.607,-1.352
3.534,-4.334,21.286,0.982
1.717,-2.522,10.474,-0.41
9.03,1.522,15.578,1.264
6.16,-3.327,24.302,-0.427
5.221,1.235,12.666,0.094
9.542,-3.438,17.752,-1.061
6.345,-3.829,16.432,0.301
9.343,-2.754,10.305,-1.275
1.328,2.846,15.503,1.147
6.729,-3.512,19.017,0.684
5.898,-1.384,18.091,-2.34
1.882,-3.641,18.72,1.206
1.985,3.98,11.644,-0.886
7.544,2.791,10.71,0.228
3.875,2.162,17.922,-1.025
3.876,2.579,15.683,-0.613
4.813,4.34,18.864,-2.167
0.136,4.226,14.528,0.069
6.53,4.415,11.745,-1.018
6.165,-3.759,20.159,1.047
9.476,-4.47,18.466,0.321
1.95,1.303,13.939,2.684
7.867,-4.041,19.962,2.882
4.643,3.47,16.607,-1.965
4.248,1.825,22.241,0.279
6.895,0.123,21.159,1.6
0.667,-2.814,20.589,0.973
1.531,-3.314,15.194,1.617
5.753,-2.809,13.123,-0.252
4.613,2.384,12.354,-0.389
5.392,-3.521,10.551,-1.553
1.432,-4.306,13.587,2.718
4.836,-0.852,24.058,-2.859
3.267,-0.684,11.649,-1.41
1.792,1.873,19.998,2.686
9.135,4.113,11.881,-0.684
8.876,0.377,14.973,1.162
7.818,3.311,20.641,1.599
6.349,2.147,24.555,0.366
3.465,3.555,11.569,-1.212
10.183,2.6,19.177,0.756
3.44,2.874,19.977,0.785
1.152,3.013,10.2,0.473
0.734,4.45,12.641,0.02
6.693,1.413,22.485,1.459
9.55,-3.627,11.447,-0.32
7.939,1.236,15.473,2.454
5.667,3.706,17.13,-2.169
2.951,-3.412,10.979,-0.112
8.185,-0.049,16.12,0.317
7.417,3.734,12.994,0.421
7.287,-0.975,20.393,1.098
1.402,-4.53,22.943,1.164
8.962,0.553,23.833,-0.132
7.027,1.152,20.849,2.548
4.11,1.684,13.73,1.06
9.08,3.244,17.115,-0.579
9.482,-3.831,22.066,0.719
5.198,3.756,21.238,-0.738
10.166,1.98,15.875,0.388
4.587,-1.757,18.818,-1.686
4.493,4.674,11.099,-2.748
1.782,0.373,12.307,1.026
8.257,4.862,24.746,-0.471
0.423,-0.403,22.328,-0.153
8.447,-3.684,23.787,0.045
6.808,4.44,22.187,-0.72
2.736,2.232,11.902,0.873
8.947,3.545,24.417,-0.71
4.332,3.543,9.906,-2.111
2.842,-4.663,10.864,0.494
1.56,1.533,17.082,1.082
9.843,2.06,15.829,0.263
4.772,-3.845,10.766,-1.272
3.696,4.242,20.268,-0.013
2.617,-1.977,22.199,-0.93
8.393,-3.751,24.22,0.573
9.682,-4.112,18.881,0.607
4.318,1.838,14.409,0.86
2.185,1.077,12.519,1.563
3.558,2.945,17.413,-0.968
8.901,-0.697,20.83,0.585
3.314,3.449,20.775,0.192
5.947,0.405,15.839,-0.099
7.209,4.131,10.429,-1.317
7.906,-3.894,17.572,0.651
7.654,1.242,23.67,0.942
4.926,2.567,10.53,-1.172
7.948,1.11,15.772,1.537
0.315,-3.335,10.263,-0.232
7.212,2.665,21.89,1.633
4.152,-2.844,22.224,-1.49
6.564,1.765,14.429,2.588
5.07,4.025,17.348,-2.635
9.102,-1.852,15.468,0.1
0.07,-3.037,21.675,-0.121
3.807,4.439,25.089,-1.553
2.387,-4.136,13.686,2.289
0.575,-3.72,16.185,0.96
7.278,0.481,13.338,1.319
9.243,-0.086,11.003,-0.369
-0.195,-4.638,14.811,2.277
3.365,-2.701,12.436,-0.443
8.262,2.028,17.829,0.985
5.816,-3.928,15.848,0.987
0.233,-1.171,18.878,-0.701
8.551,-1.69,20.36,0.654
9.802,2.648,23.733,-0.251
7.105,4.147,24.102,-1.159
7.383,-2.363,23.822,-0.79
5.935,-2.689,14.469,0.226
4.131,4.198,19.927,-0.71
2.376,0.505,21.217,1.34
0.167,-4.503,23.305,0.711
2.764,-2.771,22.087,0.097
6.552,3.679,24.941,-0.613
5.449,-3.915,14.083,0.916
3.709,-0.009,22.414,-0.191
4.97,-0.873,22.176,-1.873
7.888,-1.167,16.009,-0.317
3.318,4.183,16.27,-1.857
4.049,-4.403,21.439,1.161
2.302,1.282,12.701,1.521
1.871,-3.815,23.905,0.66
9.482,-5.001,12.309,0.629
2.113,-2.919,15.429,1.028
3.532,-4.573,18.749,0.553
3.723,-0.643,21.344,-0.644
4.44,0.325,23.425,-1.718
9.321,0.458,11.834,0.51
8.401,0.887,15.44,1.767
6.868,0.537,20.657,2.242
8.858,-4.791,12.269,1.354
9.005,2.93,19.046,0.155
5.509,-0.313,11.738,-1.474
1.046,3.126,20.241,1.661
7.149,1.137,12.406,1.032
5.921,3.497,20.304,-0.03
9.903,3.816,20.251,0.36
7.75,-0.244,21.345,1.01
2.281,-0.176,15.494,0.705
3.857,-3.956,19.975,0.728
5.528,-3.714,19.467,0.187
6.786,-3.941,22.409,1.131
4.129,3.739,19.637,-0.657
2.588,-0.692,15.854,0.065
5.935,-1.909,24.15,-2.047
9.514,-2.656,11.771,-1.029
6.839,-4.688,20.66,2.508
5.003,-1.293,10.365,-2.818
1.946,-2.951,10.665,-0.372
2.855,-3.108,12.322,-0.18
6.544,2.255,15.58,1.044
8.612,2.745,23.559,-0.107
3.795,-2.412,23.993,-2.558
7.435,1.6,23.404,0.243
2.726,-2.262,21.365,-0.205
2.24,-2.661,24.723,-0.382
4.921,-2.468,18.087,-2.252
